1	16103	1170341
1	1170341	1730405
1	1730405	3355587
1	3355587	4320284
1	4320284	5649773
1	5649773	7451118
1	7451118	9307591
1	9307591	11764185
1	11764185	14394537
1	14394537	15663423
1	15663423	17857084
1	17857084	18578075
1	18578075	19736509
1	19736509	21002467
1	21002467	22858108
1	22858108	24201011
1	24201011	28100360
1	28100360	29690112
1	29690112	32045886
1	32045886	37678016
1	37678016	38448977
1	38448977	39735335
1	39735335	41145142
1	41145142	42450056
1	42450056	43828739
1	43828739	46791535
1	46791535	48604095
1	48604095	52650781
1	52650781	54549187
1	54549187	56335544
1	56335544	57916308
1	57916308	61644626
1	61644626	63206060
1	63206060	66308667
1	66308667	67303431
1	67303431	70527268
1	70527268	74665625
1	74665625	78795698
1	78795698	79195243
1	79195243	82478055
1	82478055	85515804
1	85515804	87190896
1	87190896	89284437
1	89284437	93071870
1	93071870	95684841
1	95684841	97259500
1	97259500	99600538
1	99600538	101384499
1	101384499	103762931
1	103762931	105867868
1	105867868	110131515
1	110131515	111945212
1	111945212	113276642
1	113276642	115663032
1	115663032	117574557
1	117574557	119585475
1	148441356	151566310
1	151566310	153358890
1	153358890	156424168
1	156424168	158933969
1	158933969	163173938
1	163173938	165681379
1	165681379	167192336
1	167192336	168414490
1	168414490	169838848
1	169838848	171908371
1	171908371	175755086
1	175755086	177781354
1	177781354	178974441
1	178974441	182577190
1	182577190	184628732
1	184628732	187000437
1	187000437	188933676
1	188933676	191900151
1	191900151	195599439
1	195599439	197971083
1	197971083	201556198
1	201556198	203083201
1	203083201	205451010
1	205451010	206209814
1	206209814	208237501
1	208237501	210906847
1	210906847	211356227
1	211356227	214114077
1	214114077	216768480
1	216768480	218640359
1	218640359	219180346
1	219180346	220978464
1	220978464	222798680
1	222798680	224041489
1	224041489	225832854
1	225832854	227621870
1	227621870	230642745
1	230642745	232178847
1	232178847	233626140
1	233626140	236455740
1	236455740	237441748
1	237441748	238758854
1	238758854	239403765
1	239403765	240684466
1	240684466	242257586
1	242257586	244490034
1	244490034	247180692
1	247180692	248945661
2	10560	1415211
2	1415211	2531147
2	2531147	4243787
2	4243787	5570019
2	5570019	6803612
2	6803612	9659787
2	9659787	9947070
2	9947070	11854723
2	11854723	13483706
2	13483706	16112268
2	16112268	18170734
2	18170734	20501292
2	20501292	23481045
2	23481045	24172400
2	24172400	25925747
2	25925747	28587786
2	28587786	29585636
2	29585636	31231192
2	31231192	32902717
2	32902717	34663996
2	34663996	35451996
2	35451996	37905569
2	37905569	39636070
2	39636070	40055087
2	40055087	42110314
2	42110314	44160559
2	44160559	45817500
2	45817500	46829710
2	46829710	48726210
2	48726210	49673981
2	49673981	51441776
2	51441776	53128489
2	53128489	54103980
2	54103980	56169298
2	56169298	57607701
2	57607701	60785914
2	60785914	63407494
2	63407494	65708259
2	65708259	66484811
2	66484811	67755902
2	67755902	69124831
2	69124831	69955817
2	69955817	72966516
2	72966516	73895096
2	73895096	77154626
2	77154626	77456629
2	77456629	79996603
2	79996603	83378930
2	83378930	84168800
2	84168800	87936212
2	98380522	99065934
2	99065934	100756218
2	100756218	103085716
2	103085716	106385328
2	106385328	107813581
2	107813581	110038675
2	110038675	113164062
2	113164062	115656075
2	115656075	118196267
2	118196267	119274749
2	119274749	120798372
2	120798372	122466996
2	122466996	124539302
2	124539302	127139155
2	127139155	130610922
2	130610922	133970096
2	133970096	137318870
2	137318870	137563448
2	137563448	139809357
2	139809357	142497412
2	142497412	144463853
2	144463853	149353378
2	149353378	149575863
2	149575863	150875416
2	150875416	154353828
2	154353828	155418316
2	155418316	158301473
2	158301473	159697979
2	159697979	163746622
2	163746622	167654198
2	167654198	171232077
2	171232077	173021162
2	173021162	176559733
2	176559733	179341663
2	179341663	181043711
2	181043711	185382375
2	185382375	186097359
2	186097359	192116616
2	192116616	193519139
2	193519139	196213729
2	196213729	198793896
2	198793896	201042910
2	201042910	204200436
2	204200436	207959327
2	207959327	209232020
2	209232020	212714100
2	212714100	216006086
2	216006086	217917700
2	217917700	220583739
2	220583739	222122402
2	222122402	224068622
2	224068622	227191954
2	227191954	229419238
2	229419238	230980237
2	230980237	233975710
2	233975710	235064513
2	235064513	236089441
2	236089441	237593948
2	237593948	239407316
2	239407316	240576179
2	240576179	242171545
3	11805	1087624
3	1087624	2102384
3	2102384	3273572
3	3273572	4837700
3	4837700	7330932
3	7330932	9153647
3	9153647	10633999
3	10633999	13113221
3	13113221	14269725
3	14269725	16623951
3	16623951	18889489
3	18889489	19939922
3	19939922	21481850
3	21481850	22606099
3	22606099	25035189
3	25035189	26862062
3	26862062	31229789
3	31229789	33214100
3	33214100	34773314
3	34773314	37490365
3	37490365	40979320
3	40979320	42376395
3	42376395	45779015
3	45779015	47151274
3	47151274	52179438
3	52179438	54605182
3	54605182	55837505
3	55837505	59424339
3	59424339	61294318
3	61294318	63418850
3	63418850	65431466
3	65431466	67249711
3	67249711	69298771
3	69298771	71170643
3	71170643	74272289
3	74272289	76808163
3	76808163	77460943
3	77460943	79731646
3	79731646	82738643
3	82738643	84151010
3	84151010	85492828
3	85492828	87001847
3	87001847	88340078
3	88340078	89324448
3	93713703	96083058
3	96083058	99327109
3	99327109	99624406
3	99624406	102183048
3	102183048	105162285
3	105162285	107264432
3	107264432	108150910
3	108150910	109806293
3	109806293	110575780
3	110575780	113222710
3	113222710	115565057
3	115565057	117121230
3	117121230	119789596
3	119789596	120924677
3	120924677	123803758
3	123803758	127360326
3	127360326	129368353
3	129368353	131728126
3	131728126	133416312
3	133416312	135549808
3	135549808	137652305
3	137652305	139314519
3	139314519	141292082
3	141292082	143776993
3	143776993	147652994
3	147652994	148836547
3	148836547	150895438
3	150895438	152191344
3	152191344	154364630
3	154364630	157073924
3	157073924	159551551
3	159551551	161909681
3	161909681	163708331
3	163708331	167399986
3	167399986	171052587
3	171052587	172148025
3	172148025	174557918
3	174557918	175214913
3	175214913	176977984
3	176977984	180806434
3	180806434	182509337
3	182509337	184395717
3	184395717	186204235
3	186204235	188486544
3	188486544	189336989
3	189336989	190587260
3	190587260	190995473
3	190995473	192398034
3	192398034	194169873
3	194169873	195494690
3	195494690	196653736
3	196653736	198190508
4	10208	700824
4	700824	1524981
4	1524981	2308201
4	2308201	3868459
4	3868459	4568438
4	4568438	5816617
4	5816617	7366767
4	7366767	8152257
4	8152257	9158814
4	9158814	11411001
4	11411001	13124074
4	13124074	14035428
4	14035428	15298454
4	15298454	17239519
4	17239519	18840251
4	18840251	20484607
4	20484607	22524232
4	22524232	23921851
4	23921851	26185805
4	26185805	29126750
4	29126750	30453335
4	30453335	32592190
4	32592190	34346308
4	34346308	36672526
4	36672526	37897029
4	37897029	40870713
4	40870713	42213408
4	42213408	44607167
4	44607167	49151183
4	53791570	56771785
4	56771785	58494275
4	58494275	61297325
4	61297325	63475350
4	63475350	66736108
4	66736108	68627180
4	68627180	70605769
4	70605769	74394244
4	74394244	77413400
4	77413400	79025373
4	79025373	82753883
4	82753883	84512249
4	84512249	85682995
4	85682995	86964364
4	86964364	89210442
4	89210442	91245821
4	91245821	93839111
4	93839111	94976599
4	94976599	98498893
4	98498893	100212545
4	100212545	102467462
4	102467462	105562170
4	105562170	107205822
4	107205822	110141227
4	110141227	112325437
4	112325437	113946531
4	113946531	115851934
4	115851934	119012842
4	119012842	119509632
4	119509632	121537361
4	121537361	122448621
4	122448621	124296170
4	124296170	126353112
4	126353112	128761282
4	128761282	130181937
4	130181937	131745311
