1	16103	2284539
1	2284539	3358142
1	3358142	4961014
1	4961014	6501894
1	6501894	9307591
1	9307591	11764246
1	11764246	14394930
1	14394930	16041094
1	16041094	16064033
1	16064033	17857141
1	17857141	19492755
1	19492755	20279975
1	20279975	21818263
1	21818263	24939618
1	24939618	26583274
1	26583274	29690639
1	29690639	31150188
1	31150188	34334157
1	34334157	38138415
1	38138415	41509505
1	41509505	43294062
1	43294062	46791535
1	46791535	49497186
1	49497186	53552810
1	53552810	55031463
1	55031463	57732973
1	57732973	61203367
1	61203367	63059856
1	63059856	65585662
1	65585662	67643413
1	67643413	70907962
1	70907962	74664605
1	74664605	75407922
1	75407922	78647770
1	78647770	81306800
1	81306800	81682385
1	81682385	83373581
1	83373581	85475192
1	85475192	87199819
1	87199819	88845136
1	88845136	91420413
1	91420413	92963530
1	92963530	94937977
1	94937977	98263609
1	98263609	98960107
1	98960107	101575363
1	101575363	104649615
1	104649615	106227440
1	106227440	109761915
1	109761915	112021523
1	112021523	114331749
1	114331749	116752623
1	116752623	118297876
1	147692258	151823301
1	151823301	153359373
1	153359373	154922441
1	154922441	158087218
1	158087218	159764605
1	159764605	163174687
1	163174687	165222465
1	165222465	167673570
1	167673570	171262491
1	171262491	172496585
1	172496585	175196566
1	175196566	177465190
1	177465190	180256529
1	180256529	183962983
1	183962983	187790275
1	187790275	189043768
1	189043768	192381029
1	192381029	193607495
1	193607495	197362679
1	197362679	199288657
1	199288657	201100207
1	201100207	203375201
1	203375201	205489222
1	205489222	206239752
1	206239752	208635762
1	208635762	210906411
1	210906411	212925287
1	212925287	215797044
1	215797044	218641276
1	218641276	219418067
1	219418067	221126390
1	221126390	224040235
1	224040235	225832854
1	225832854	228785890
1	228785890	230302078
1	230302078	232283120
1	232283120	233626140
1	233626140	236039405
1	236039405	237612385
1	237612385	239612528
1	239612528	240683254
1	240683254	242880979
1	242880979	244350561
1	244350561	246869603
1	246869603	248945661
2	10560	1621497
2	1621497	3926189
2	3926189	4773852
2	4773852	6696227
2	6696227	8841964
2	8841964	9946115
2	9946115	11620101
2	11620101	13484151
2	13484151	14308304
2	14308304	16200101
2	16200101	18094625
2	18094625	19863913
2	19863913	23008269
2	23008269	25678644
2	25678644	30041295
2	30041295	33410894
2	33410894	34665705
2	34665705	35898476
2	35898476	37798008
2	37798008	40282014
2	40282014	42109604
2	42109604	45181539
2	45181539	47683971
2	47683971	51080937
2	51080937	51441234
2	51441234	53408128
2	53408128	54842414
2	54842414	57201900
2	57201900	57905869
2	57905869	62477349
2	62477349	64475045
2	64475045	66497381
2	66497381	67755311
2	67755311	68204938
2	68204938	70596389
2	70596389	71478401
2	71478401	74919394
2	74919394	77653711
2	77653711	79674773
